grupo,codigo,ref_oem,desc_e_aplicacoes,pagina
ALFA ASIA,20114A,,"- LD 20115 A - LE Pivo inferior (15,4mm) A3 - 06... CHERY",220
ALFA ASIA,19098A,,"MOOGK 3134 T Pivo inferior LD/E (15,8mm) Cherokee 91/04 Dodge Ram 94... Wrangler 92...",220
ALFA ASIA,25099,3640 80,Pivo inferior LD/E (18mm) Aircross 1.6 16V C3 Picasso 12...,220
ALFA ASIA,15020,,"S08 399 356 Pivo inferior LD/E (19,6mm) Topic 93/99 BMW",220
ALFA ASIA,80018,,A11 2909 060 Pivo inferior LD/E (19mm) Celer 16v 13...,220
ALFA ASIA,19117,465 6010,Pivo inferior LD/E (18mm) Neon 00/05 PT Crusier 01/10,220
ALFA ASIA,25105,3640 36,Pivo inferior LD/E (16mm) 10... AX até 95,220
ALFA ASIA,15021,,"S08 399 354 Pivo superior LD/E (17,7mm) Topic 93/99",220
ALFA ASIA,16029,311 211 26253,"Pivo inferior grande LD/E (14,8mm) 316/318/320/323 325/328 tds até CHRYSLER",220
ALFA ASIA,19099,,"MB 912 505 Pivo superior LD/E (13,5mm) Sebring até 99",220
ALFA ASIA,25100,3640 39,Pivo inferior curto LD/E (16mm) Berlingo 98/99 Xsara 97/99 Xsara Break 97/99 ZX Break 91/97,220
PIVÔ,25100A,3640 30,Pivo inferior longo LD/E (16mm) Berlingo/Xsara Xsara Break ZX tds 92/98,221
PIVÔ,25102A,98003 30880,"Pivo inferior LD/E (15,40mm) C3 - 12...",221
PIVÔ,25104B,3640 54,"Pivo inferior LD/E (19,9mm) Jumper 02... (1.800kg)",221
PIVÔ,29049,,Pivo superior LD/E (16mm) ÔVIP Ram 1500/2500 94/01,221
PIVÔ,11038,,"- LD 11039 - LE Pivo Inferior (13,7mm) Doblò Adventure 03... 220",221
PIVÔ,25100B,3640 50,Pivo inferior curto LD/E (18mm) Berlingo 98/99 Xsara 97/99 Xsara Break 97/99 ZX Break 91/97,221
PIVÔ,25103,3640 28,"Pivo superior LD/E (15,9mm) C5 - 01/08 Xantia 93/03 DAEWOO FIAT",221
PIVÔ,25104,1 300 473 080,"Pivo inferior LD/E (16,8mm) Ducato 94/01 1.8 (aro 15”)",221
PIVÔ,25100C,3640 60,"Pivo inferior LD/E (15,6mm) Berlingo 08... C4 Grand Picasso C4 Hatch 09/12 C4 Pallas 07... Picasso VTR 07/12",221
PIVÔ,25103A,3640 57,Pivo superior LD/E (18mm) C5 - 09... C6 - 05...,221
PIVÔ,33095,52 282 309,"Pivo inferior LD/E (13,4mm) Cielo 94/97 Espero 89/99",221
PIVÔ,11034,7 084 041,Pivo inferior LD/E (17mm) Bravo 11... Stilo 02...,221
PIVÔ,25104A,1 302 368 080,"Pivo inferior LD/E (19,4mm) Ducato 94/01 (aro 16”)",221
PIVÔ,25100D,3640 49,Pivo inferior longo LD/E (18mm) Berlingo/Xsara 08/12 Xsara Break ZX tds 99...,221
PIVÔ,25104,3640 33,"Pivo inferior LD/E (16,8mm) C25 - 94... Jumper 94... (1.000kg) DODGE",221
PIVÔ,11373,,Pivo da bandeja inferior LD/E 500 - 13... (mexicano),221
PIVÔ,25104C,1 331 641 080,Pivo inferior LD/E (17mm) Ducato 01... (aro 15”),221
PIVÔ,25106,3640 21,"Pivo inferior LD/E (14,3mm) BX até 93",221
PIVÔ,25104A,3640 32,"Pivo inferior LD/E (19,4mm) C25 - 94... Jumper 94/01 (1.000/1.400kg)",221
PIVÔ,27047,,Pivo superior LD/E (15mm) Dakota 4x2/4x4 98/01,221
PIVÔ,11374,,Pivo da bandeja inferior LD/E Croma 85/96,221
PIVÔ,25104B,1 331 640 080,"Pivo inferior LD/E (19,9mm) Ducato 01... (aro 16”) (11)",221
PIVÔ,25102,3640 56,Pivo inferior LD/E (18mm) C3 - 03/12,221
PIVÔ,25104C,3640 55,Pivo inferior LD/E (17mm) Jumper 02... (1.800kg),221
PIVÔ,27048,5 038 886,"Pivo inferior LD/E (16,3mm) Dakota 98/01",221
PIVÔ,11037,7 082 812,"Pivo inferior LD/E (13,7mm) Doblò (exc. adventure) Siena 02... Palio/Weekend Strada 00... Uno 10... 11041 7 529 148 Pivo inferior LD/E (13mm) Elba até 96 147 - 77/84 Fiorino 87... Mille 91... Oggi/Panorma Prêmio 85... Uno 84...",221
PIVÔ,11047,,"K050 859 14 AD Pivo inferior LD/E (15,8mm) Freemont 2.4 12...",222
PIVÔ,11045A,7 081 887,"Pivo inferior LD/E (13,7mm) Palio Young 01/02 Palio Weekend Siena 99/00",222
PIVÔ,43200,,"2S65 3B 376 AA Pivo inferior LD/E (17,5mm) Ecosport 4x2/4x4 03/12 Fiesta 02... KA 08/13",222
PIVÔ,43203,,"TNK 407 303 Pivo superior LD/E (21,15mm) Explorer 4x2 93/94 F250 Super Duty 4x2 F350 Super Duty 4x2 F1000 - 4x2 92/98 Ranger 4x2/4x4 43208 Pivo superior LD/E (19,6mm) F250 Super Duty 4x4 F350 Super Duty 4x4 F1000 - 4x4 92/98 F4000 - 99/11",222
PIVÔ,11042,7 086 253,"Pivo inferior LD/E (13,7mm) Idea 1.4/1.8 06/11",222
PIVÔ,11046,7 711 331,"Pivo inferior LD/E (14,5mm) Tempra 92... 99/00",222
PIVÔ,43204,BE8Z,"3A 130 A Pivo inferior LD/E (17,5mm) Ecosport 13... Fiesta 11... (mexicano) KA 14... 43205 98AG 3395 AE Pivo inferior LD/E (17,5mm) Focus 98/04 98/12 98... 94/97 43209 TNK 407 301 Pivo inferior LD/E (19,6mm)",222
PIVÔ,11044,,- LD 11043 - LE Pivo inferior (17mm) Idea Adventure Palio/Palio Weekend Adventure/Locker Strada 1.8 Locker FORD,222
PIVÔ,43583,,Pivo inferior (22mm) LD/E Edge 3.5 V6 24v,222
PIVÔ,43205A,,3M 513 395 BC Pivo inferior LD/E Focus 08/13,222
PIVÔ,43209A,,"D1TZ 3050 A Pivo inferior (19,6mm) LD/E F1000 - 4x4 92/98",222
PIVÔ,11042A,7 086 565,Pivo inferior LD/E (16mm) 06... Linea 1.4/1.9 08... Punto 1.4/1.8 1.8 09...,222
PIVÔ,43193,,"81EU 3395 B Pivo inferior LD/E (15,8mm) Belina I/II 77/86 Corcel I/II 68/86 Del Rey 81/91 Pampa 82/97",222
PIVÔ,43201,547 407 365,Pivo inferior LD/E (17mm) Escort 93/96 08... Escort SW/Zetec Verona 93/96 Verona Zetec 97...,222
PIVÔ,43206,AE5Z 3085,"BA Pivo superior LD/E (12,7mm) Fusion 06...",222
PIVÔ,43210,,"93BB 3395 AC Pivo inferior LD/E (17,9mm) Mondeo 94/01",222
PIVÔ,11045,7 076 402,"Pivo inferior LD/E (13,2mm) Palio 96/99 08... Palio Weekend Siena 98/99",222
PIVÔ,43196,,"78MU 3263 A Pivo superior LD/E (15,8mm) Belina I/II 77/86 Corcel I/II 68/86 Del Rey 81/91 Pampa 82/97",222
PIVÔ,43202,,"5L55 3395 AA Pivo inferior LD/E (18,5mm) Explorer 95/03 97... Ranger 4x2/4x4",222
PIVÔ,43207,,"F6TZ 3050 FB Pivo inferior LD/E (22,5mm) F250 - 98/12 F350 - 98...",222
PIVÔ,43210A,,1S71 3395 AE Pivo inferior LD/E (21mm) Mondeo 02...,222
PIVÔ,11045B,7 081 835,"Pivo inferior da forjada (13,7mm) LD/E Palio/Siena 00 96/99 Strada 99/01",222
PIVÔ,43199,,"96FB 3395 AB Pivo inferior LD/E (17,5mm) Courier 96/99 Fiesta 95/99 Fiesta Street 00/07 KA 96/07",222
PIVÔ,43202A,,"E3TZ 3050 Pivo inferior LD/E (18,5mm) Explorer 91/94 98/12 Ranger 4x2 92/97",222
PIVÔ,43207A,,"Pivo inferior LD/E (27,1mm) F250/F350 Super Duty 4x4 06... F4000 - 99/11",222
PIVÔ,43211,,"Pivo inferior LD/E (18,3mm) Mustang 94/04",222
PIVÔ,43602,,"Pivo inferior (21,10mm) LD/E Ranger 12... GENERAL MOTORS",223
PIVÔ,33130,93 222 812,"Pivo inferior LD/E (13,5mm) Astra imp. até Calibra até 95 Monza 82... Vectra até 96",223
PIVÔ,33136,9 300 173,Pivo inferior LD/E (16mm) ÔVIP Caravan 75/92 Opala 75/92,223
PIVÔ,33140,7 334 616,Pivo inferior LD/E (16mm) Chevette 73... Chevy 500 - 83... Junior 81... Marajó 80... 222,223
PIVÔ,43603,,"Pivo superior (14,70mm) LD/E Ranger 12...",223
PIVÔ,33126,94 630 474,"Pivo inferior LD/E (24,9mm) A20/40/Bonanza DC10/20/40 tds 93/97 Silverado 97/01",223
PIVÔ,33130A,90 497 305,Pivo inferior LD/E (18mm) 95 Astra 99... Vectra 97/05 Vectra 2.0/2.4 16v Zafira 2.0 8/16v,223
PIVÔ,33136A,9 299 611,"Pivo inferior (18,15mm) LD/E Caravan 69/74 Opala 69/74",223
PIVÔ,33141,7 334 620,"Pivo superior LD/E (12,4mm) Chevette 73... Chevy 500 - 83... Junior 81... Marajó 80...",223
PIVÔ,20118,,- LD 20119 - LE Pivo inferior (17mm) Royale 91/96 Versailles 91/96 (c/direção hidráulica),223
PIVÔ,33126A,52 258 112,"Pivo inferior LD/E (18,9mm) ACD10/20 até Bonanza 89/92 C14/15 - 89/92 Veraneio 68/92",223
PIVÔ,33134,93 281 740,"Pivo inferior LD/E (16,7mm) Blazer 4x2/4x4 S10 - 4x2/4x4 06... 01...",223
PIVÔ,33137,9 297 559,"Pivo superior LD/E (13,7mm) Caravan 75/92 Opala 75/92",223
PIVÔ,33142,95 017 034,Pivo inferior LD/E (18mm) Cobalt 11... Onix 12 Prisma/Tracker Sonic/Spin 12...,223
PIVÔ,20120,325 407 366 2,Pivo inferior LD/E (17mm) Royale 91/96 Versailles 91/96 (c/direção mecânica),223
PIVÔ,33127,52 258 111,"Pivo superior LD/E (15,5mm) 92 ACD10/20 até Bonanza 89/92 C14/15 - 89/92 Veraneio 68/92",223
PIVÔ,33134A,94 727 113,"Pivo inferior LD/E (20,6mm) 96/11 Blazer 12... 95/11 S10 - 12...",223
PIVÔ,33138,8 8 965 333,"Pivo inferior LD/E (15,1mm) Captiva 08...",223
PIVÔ,33139B,90 216 542,Pivo inferior LD/E (15mm) Corsa 94/98 13...,223
PIVÔ,43213,,"F6DZ 3K 185 A Pivo inferior LD/E (15,5mm) Taurus 96/98",223
PIVÔ,33127A,94 630 475,"Pivo superior LD/E (19,35mm) 92 ACD10/20 - 85/97 D40 - 85/97 Bonanza 93/97 Silverado 97/01",223
PIVÔ,33135,93 292 476,"Pivo superior LD/E (13,7mm) Blazer 4x2/4x4 S10 - 4x2/4x4",223
PIVÔ,33139,9 3 325 022,Pivo inferior LD/E (15mm) Celta 01/11 Corsa 98/02 Corsa Classic 98/11 Prisma 06/09 Tigra 98… 33139 C 93 381 792 Pivo inferior LD/E (16mm) Corsa 02/12 Montana 04/10 (11),223
PIVÔ,43214,,6C11 3K 209 BA Pivo inferior LD/E (16mm) Transit 09...,223
PIVÔ,33128,94 724 298,Pivo inferior LD/E (15mm) Agile 09...,223
PIVÔ,33135A,94 727 114,"Pivo superior LD/E (17,6mm) 96/11 Blazer 12... 95/11 S10 - 12...",223
PIVÔ,33139A,94 740 331,Pivo inferior LD/E (16mm) Celta 10... Corsa Classic 10... Prisma 10/12,223
PIVÔ,33095,52 282 309,"Pivo inferior LD/E (13,4mm) Ipanema 89... Kadett 89...",223
PIVÔ,33145,93 306 900,Pivo inferior LD/E (16mm) Meriva 1.8 02/12,224
PIVÔ,33157,94 727 113,"Pivo superior LD/E (17,5mm) S10 - 2.4 12...",224
PIVÔ,28072A,5 1220,S5 A003 Pivo inferior LD/E (16mm) Civic 01/06,224
PIVÔ,28079,51220,SE LT01 Pivo inferior LD/E (16mm) Fit 03/08,224
PIVÔ,29125,54430,"3F600 Pivo superior (13,3mm) LD/E Azera 07/11",224
PIVÔ,33146,9 4 745 281,Pivo inferior LD/E (16mm) Montana 1.4 8V HONDA,224
PIVÔ,28074,,"- LD 28073 - LE Pivo inferior (17,5mm) Civic 06/11 HYUNDAI",224
PIVÔ,29056,54530,OU 000 Pivo inferior LD/E (15mm) Creta 17... Elantra/i30 - 13... HB20 - 1.0/1.6 Veloster 1.6 11/15 (11),224
PIVÔ,33148,,- LD 33147 - LE Pivo inferior (18mm) 11... Ômega 93/98 Suprema 93/98,224
PIVÔ,28069,5 1220,"5M 0003 Pivo inferior LD/E (16,15mm) Accord 91/02",224
PIVÔ,28072B,51220,"TRO A01 Pivo inferior LD/E (15,4mm) Civic 12...",224
PIVÔ,29050,54530 31600,Pivo inferior LD/E (15mm) Accent 94/06 Elantra 95/06 Sonata 89/05,224
PIVÔ,29126,54303,"X0000 Pivo inferior (14,9mm) LD/E Elantra 2.0 16v 13... 12...",224
PIVÔ,33149,9 2 081 621,Pivo inferior LD/E (18mm) Ômega 00/06,224
PIVÔ,28070,5 1270,"S10 020 Pivo superior LD/E (12,7mm) Accord 90... Civic 91/01 CR-V 97/01",224
PIVÔ,28075,5 1450,"S0 4023 Pivo superior LD/E (12,8mm) Civic até 00",224
PIVÔ,29077,54530 02050,"Pivo inferior LD/E (13,5mm) Atos Prime 00/03",224
PIVÔ,29053,5 1760,"2G000 Pivo superior LD/E (14,8mm) Elantra 09... i30 - 10...",224
PIVÔ,33150,7701 461 667,"Pivo inferior LD/E (17,6mm) Space Van 97/98",224
PIVÔ,28071,51220,"TK 6A01 Pivo inferior LD/E (17,3mm) City 09/13 Fit 09/13",224
PIVÔ,28076,,"- LD 28077 - LE Pivo inferior (17,5mm) CR-V 08/11",224
PIVÔ,29078,5 1760,3K000 Pivo inferior LD/E (15mm) Azera GLS 3.3L 07/10 Sonata 06...,224
PIVÔ,29054,,MB 176 308 Pivo inferior LD/E (20mm) Galloper 98...,224
PIVÔ,33153,9 4 727 113,"Pivo inferior LD/E (20,7mm) S10 - 2.4 12...",224
PIVÔ,28072,5 1220,"SB 0003 Pivo inferior LD/E (14,1mm) Civic LX 91/00 CR-V RD 95/02 Prelude 92/96",224
PIVÔ,28078,5 1220,"ST KA01 Pivo superior LD/E (17,5mm) CR-V 2.0 16V 12...",224
PIVÔ,29078A,54530 31600,Pivo inferior LD/E (15mm) V6 Azera 3.0 V6 24v 12...,224
PIVÔ,29055,54417 44000,Pivo superior LD/E (16mm) Galloper 2.5 4x4 4cc 97/99,224
PIVÔ,29057,54524 43000,"Pivo inferior LD/E (19,5mm) H100 - 92/04 HR 04... Porter 96...",225
PIVÔ,29061,51760,"2E000 Pivo inferior LD/E (14,5mm) Tucson 05... JEEP KIA MOTORS ÔVIP",225
PIVÔ,29053,51760,"2G000 Pivo inferior LD/E (14,8mm) Carens 09... Cerato 09... Magentis 09... Optima 07... 224",225
PIVÔ,29058,5 4417,"A4000 Pivo superior LD/E (17,8mm) H100 - 92/04 HR 04... Porter 96... IVECO",225
PIVÔ,61109,8 35 002,"02R Pivo inferior LD/E (18,4mm) Cherokee 91/01 Grand Cherokee 93/98 Wrangler 91/04",225
PIVÔ,15020,,"S08 399 356 Pivo inferior LD/E (19,6mm) Besta 93/99 Bongo/K2400 K2700 - 83/00 E2000/E2200 -",225
PIVÔ,29050,54530 31600,Pivo inferior LD/E (15mm) Cerato 04/08 Picanto 04/11,225
PIVÔ,29059,54530,3S000 Pivo inferior LD/E (18mm) ix35 - 10...,225
PIVÔ,30002,9 3 807 545,"Pivo inferior LD/E (21,5mm) Daily 35.10 - 97/07 Daily 49-12 - 97/07",225
PIVÔ,61110,513 565,"1AD Pivo inferior LD/E (17,2mm) Commander 06/07 Grand Cherokee 05/10",225
PIVÔ,31023,OK72,"A 3451 OA Pivo inferior LD/E (27,7mm) Besta GS 98/05 84…",225
PIVÔ,31025G,,O 30 99 356 Pivo inferior LD/E (18mm) Clarus 96/00,225
PIVÔ,29127,54530,3S 100 Pivo inferior LD/E (18mm) Sonata 11...,225
PIVÔ,30002A,5 0421 2586,"Pivo inferior LD/E (21,5mm) Daily 07... (c/direção hidráulica)",225
PIVÔ,61111,5 20 902,"06AL Pivo superior LD/E (14,6mm) Commander 06/07 Grand Cherokee 05/10",225
PIVÔ,15021,,"S08 399 354 Pivo superior LD/E (17,7mm) Besta 93/99 Bongo/K2400 K2700 - 83/00 E2000/E2200 -",225
PIVÔ,31026,54530 07 000,Pivo inferior LD/E (16mm) Picanto 04/11,225
PIVÔ,29060,54530,2B000 Pivo inferior LD/E (20mm) Santa Fé 06/12 JAC MOTORS,225
PIVÔ,29049,,Pivo superior LD/E (16mm) Grand Cherokee 93/98 Wrangler 91/06,225
PIVÔ,31036,,"Pivo inferior LD/E (27,7mm) Bongo K2500 - 84…",225
PIVÔ,31027,54530,2K 000 Pivo inferior LD/E (18mm) Soul 09... (11),225
PIVÔ,29060A,,"Pivo inferior LD/E (19,5mm) Santa Fé 01/12",225
PIVÔ,70500,,Pivo inferior LD/E (15mm) J3 - 1.4 16V 11...,225
PIVÔ,61113,,Pivo do braço suspensão traseira LD/E Grand Cherokee,225
PIVÔ,31024,OK71 034 540,"Pivo superior LD/E (17,75mm) 07… Bongo K2500 -",225
PIVÔ,29061,51760,"2E000 Pivo inferior LD/E (14,5mm) Sportage 05...",225
LAND,31028,54530,3A B00 Pivo inferior LD/E (20mm) Sorento 09...,226
LAND,61117,,"RBK 50030 Pivo superior LD/E (13,65mm) Discovery 05/09",226
LAND,38007G,030 99 356,Pivo inferior LD/E (18mm) 626 - 93/97,226
LAND,39032,9 013 331127,"Pivo inferior LD/E (23,4mm) Sprinter 95...",226
LAND,45001,,Pivo inferior LD/E (20mm) Airtrek 03/08 ASX 10... Lancer 00... Outlander 4x2/4x4,226
LAND,31028A,,"Pivo inferior LD/E (19,5mm) Sorento 06/12",226
LAND,61122,,RTC 5870 Pivo inferior LD/E Freelander 08... MERCEDES BENZ,226
LAND,39032A,9 063 304007,"Pivo inferior LD/E (21,9mm) Sprinter 12...",226
LAND,45050,,MB 518 961 Pivo inferior LD/E (15mm) Colt até 97 Galant até 98 Lancer 93/03 08... Space Wagon 93/99 (11),226
LAND,39028,1 683 330227,"Pivo inferior LD/E (13,7mm) Classe A 97/03 MINI COOPER",226
LAND,45057M,,"B 912 505 Pivo superior LD/E (13,5mm) Eclipse até 99 Galant até 98",226
LAND,61114N,,TC 4260 Pivo inferior LD/E (23mm) Defender 90... Discovery 92/98,226
LAND,43202A,,"E 3TZ 3050 A Pivo inferior LD/E (18,5mm) B2300/B3000 B4000 - 94/97",226
LAND,39029,,"Pivo inferior LD/E (15,9mm) CLK 97... Serie C 93/00",226
LAND,61703,3 11 267 56 309,"Pivo superior LD/E (15,1mm) Mini Cooper 01/06",226
LAND,45058,,"MB 241 818 Pivo inferior LD/E (19,5mm) L200 - 4x2 93...",226
LAND,61115,,"RHF 500 110 Pivo traseiro (23,2mm) Defender 90/110 87/06",226
LAND,15020,,"S08 399 356 Pivo inferior LD/E (19,6mm) E2000 - 84... E2200 SRI 84... E2200 SR2 84...",226
LAND,39030,2 11 330 02 35,"Pivo inferior LD/E (17,1mm) E-Class até 09 C-Class até 10 S-Class até 12",226
LAND,61702,,"- LD 61701 - LE Pivo inferior (16,6mm) Mini Cooper 01/06",226
LAND,45058A,,"M B 176 308 Pivo inferior LD/E (19,3mm) L200 - 2.5 4x4 4cc 93/08",226
LAND,61116,,"RBK 500 280 Pivo inferior LD/E (20,6mm) Discovery 3 - 05/09 Range Rover Sport LS 05...",226
LAND,15021S,08 399 354,"Pivo superior LD/E (17,7mm) E2000 - 84... E2200 SRI 84... E2200 SR2 84...",226
LAND,39031,6 313 200028,"Pivo inferior LD/E (20,1mm) MB 180 - 94/96 MB 100 - 88/96 MITSUBISHI",226
LAND,45058B,4013,"A 090 Pivo inferior LD/E (19,5mm) L200 Triton 08… Pajero Classic 06... Pajero Dakar 08... Pajero Full 01... Pajero Sport 08...",226
PIVÔ,45066,,"- LD 45065 - LE Pivo inferior (19,5mm) L200 Sport 03/11 Outdoor/Savana Pajero 93/00 Pajero Sport 99/11",227
PIVÔ,45070M,,"R 496 799 Pivo Inferior LD/E (19,5mm) Pajero Full 01...",227
PIVÔ,46048,,Pivo inferior LD/E (24mm) Frontier SEL 08...,227
PIVÔ,46052B,,"Pivo inferior LD/E (15,1mm) ÔVIP Sentra 2.0 16v Tiida 1.8 16v 07...",227
PIVÔ,25104C,3640 54,Pivo inferior LD/E (17mm) Boxer 01... (1.800kg) 226,227
PIVÔ,29055,,MB 176 309 Pivo superior LD/E (16mm) L200 - 98/08 03/10 L300 - 83/94,227
PIVÔ,45070A,,Pivo Inferior LD/E (15mm) Pajero TR4 2.0 03... Pajero IO 99/02,227
PIVÔ,46049,,"Pivo superior LD/E (15,1mm) Frontier SEL 08...",227
PIVÔ,46087,,Pivo inferior LD/E (22mm) 07... X-Terra 05...,227
PIVÔ,25104B,3640 54,"Pivo inferior LD/E (19,9mm) Boxer 01... (1.800kg)",227
PIVÔ,45067,4010,"A015 Pivo superior LD/E (15,9mm) L200 Triton 08...",227
PIVÔ,45071M,,"R 866 830 Pivo superior LD/E (15,9mm) Pajero Full 01...",227
PIVÔ,46050,54500,ET 000 Pivo inferior LD/E (18mm) Livina 1.6/1.8 10...,227
PIVÔ,45067A,,"Pivo superior LD/E (16,0mm) X-Terra 03...",227
PIVÔ,25100,3640 39,Pivo inferior LD/E curto (16mm) Partner 99/99,227
PIVÔ,45067A,,MB 860 829 Pivo superior LD/E (16mm) L200 Sport 03/11 Pajero 93/00 NISSAN,227
PIVÔ,46051,,Pivo inferior LD/E (16mm) March 1.0/1.6 11... Versa 1.6 16v 11... PEUGEOT,227
PIVÔ,25100B,3 640 50,Pivo inferior LD/E curto (18mm) Partner 99/08,227
PIVÔ,29057M,,"B 527 383 Pivo Inferior LD/E (19,5mm) L300 - 86...",227
PIVÔ,46046,4 01 602,"S601 Pivo inferior LD/E (19,6mm) D22 - 4x4 98/04 Frontier 4x4 98/07 X-Terra 4x4 98/04",227
PIVÔ,46052,4 0160 50,"Y00 Pivo inferior LD/E (14,6mm) Sentra até 00",227
PIVÔ,25104A,3640 32,"Pivo inferior LD/E (19,4mm) Boxer 94/02 (1.000/1.400kg)",227
PIVÔ,25100C,3 640 60,"Pivo inferior LD/E (15,6mm) Partner 08/13 307 - 01/11 308 - 11... 408 - 11/13 3008 - 09… (11)",227
PIVÔ,29058,,"MB 527 349 Pivo superior LD/E (17,8mm) L300 - 86…",227
PIVÔ,46047,4 01,"10V J200 Pivo superior LD/E (16,2mm) D22 - 4x4 98/04 Frontier 4x4 98/07 X-Terra 4x4 98/04",227
PIVÔ,46052A,40160 50,"A00 Pivo inferior LD/E (14,6mm) Sentra 01/06",227
PIVÔ,25104,3 640 33,"Pivo inferior LD/E (16,8mm) Boxer 99/02 (1.800kg)",227
PIVÔ,25100A,3640 30,Pivo inferior LD/E longo (16mm) 306 - 93/98,227
RENAULT,25100D,3 640 49,Pivo inferior LD/E longo (18mm) 306 - 93/01,228
RENAULT,48100B,8 200 615 057,Pivo inferior LD/E (18mm) Clio 09... Grand Scenic 07/09 Logan/Sandero Scenic 07... Megane 06...,228
RENAULT,48186A,,- LD 48187 A - LE Pivo inferior (18mm) Master 2.5 13...,228
RENAULT,20124,,"- LD 20125 - LE inferior (14,9mm) Toledo 99/06",228
RENAULT,58060,,"Pivo inferior LD/E (13,4mm) Etios 1.5 16v 12...",228
RENAULT,25103,3 640 28,"Pivo superior LD/E (15,9mm) 405 - 87/97 (chassis após 91358280) 406 - 95/04 605 - 89/99 607 - 00... 48186 4016 023 08R Pivo inferior LD/E (16,9mm) Captur 18... Duster 11/15 07... Oroch 16...",228
RENAULT,48186B,,- LD 4 8187 B - LE Pivo inferior Master 2.3 16v TOYOTA,228
RENAULT,58061,4 3330 39315,Pivo inferior LD/E (18mm) Hilux 2.8 4x4 4CC 91/04 Hilux SW4 2.8 4CC 91/95 (11),228
RENAULT,25103A,3640 57,Pivo superior LD/E (18mm) 407 - 04/10,228
RENAULT,48101,,"Pivo inferior LD/E (17,1mm) Fluence 2.0 16v",228
RENAULT,48104,7700 312 851,"Pivo superior LD/E (15,9mm) 14... Master Van 02/08",228
RENAULT,58056,4 3330 19115,Pivo inferior LD/E (15mm) Corolla 93/02 Corona até 99 RAV4 até 00,228
RENAULT,58061A,43330 39045,Pivo inferior LD/E (18mm) Hilux 4x2 93... 4x4,228
RENAULT,48102,7 700 829 322,"Pivo inferior LD/E (14,3mm) 11... Laguna 95/01",228
RENAULT,33150,7 701 461 667,"Pivo inferior LD/E (17,6mm) Trafic 92/01",228
RENAULT,58056A,43330 02070,Pivo inferior LD/E (15mm) Corolla 02/08 Fielder 05/08 RAV4 - 00/05,228
RENAULT,58062,,"- LD 58063 - LE Pivo inferior (17,5mm) Hilux SW4 95/04 Prado 03...",228
RENAULT,48100,7701 462 182,Pivo inferior LD/E (16mm furo 10mm) Clio 91/98 Express 84... Kangoo/Scenic Megane 95/06 R11/19/21 - 83/97 Symbol 09... Twingo 94.05 48103 7 701 056 969 Pivo inferior LD/E (22mm) Master Van 02/08 SEAT,228
RENAULT,58056B,4 3330 09700,Pivo inferior LD/E (15mm) Corolla 09...,228
RENAULT,58061B,4 3330 09510,"Pivo inferior LD/E (16,6mm) Hilux SW4 05... Hilux SRV 05...",228
RENAULT,48100A,7 700 434 177,Pivo inferior LD/E (16mm furo 12mm) Clio 99... Kangoo 98... Megane 95/05 98... R19 - 92/97 Scenic 98/99 Symbol 09... Twingo 93... 48103 A 7701 070 154 Pivo inferior LD/E (24mm) Master 08/12 (aro 16“),228
RENAULT,20121,357 407 365,A Pivo inferior LD/E (19mm) Cordoba 93/02 Ibiza 93/02 Inca 95/01,228
RENAULT,58059,43330 19095,"Pivo superior LD/E (15,1mm) Corolla 93/02 Corona até 99 RAV 4 até 00",228
RENAULT,58064,43350 39085,Pivo superior LD/E (18mm) Hilux 2.8 4x4 4cc 97/04 Hilux SW4 2.8 4cc 91/95,228
TROLLER,58064A,43350 39035,Pivo superior LD/E (15mm) Hilux 4x2 93...,229
TROLLER,43203T,,"NK 407 303 Pivo superior LD/E (21,15mm) TDI 4x4 01...",229
TROLLER,20123,131 405 371,I Pivo inferior LD/E (16mm) Brasilia 73... Sedan 1300 - 82... 1500/1600 - 70... Variant 69/77,229
TROLLER,20131,377 407 365,C Pivo inferior LD/E (17mm) ÔVIP Gol 97/08 Parati 97/08 Saveiro 97/08 (direção mecânica),229
TROLLER,43201,5 47 407 365,Pivo inferior LD/E (17mm) Logus 93... Pointer 93... 228,229
TROLLER,58064B,4 3310 39016,Pivo superior LD/E (15mm) Hilux SRV 05... Hilux SW4 05... Prado 03... VOLKSWAGEN,229
TROLLER,20126,131 405 361,I Pivo superior LD/E (16mm) Brasilia 73... Sedan 1300 - 82... 1500/1600 - 70... Variant 69/77,229
TROLLER,20130A,,- LD 20129 A - LE Pivo inferior (15mm) Gol GT/GTI 93/94 Parati 93/94 Saveiro 93/97 Voyage 93/95 (direção mecânica) 20118 - LD 20119 - LE Pivo inferior (17mm) Quantum 88/03 Santana 88/86 (direção hidráulica),229
TROLLER,20199,,"Pivo inferior LD/E (20,7mm) Amarok 2.0 16v",229
TROLLER,20128,,"- LD 20127 - LE Pivo inferior (14,9mm) Crossfox 04...",229
TROLLER,20132,377 407 365,Pivo inferior LD/E (15mm) Gol 95/97 Parati 95/97 (direção mecânica),229
TROLLER,20120,3 25 407 366 2,Pivo inferior LD/E (17mm) Quantum 88/03 Santana 88/06 (direção mecânica),229
TROLLER,43209,,"TNK 407 301 Pivo inferior LD/E (19,6mm) TDI 4x4 01...",229
TROLLER,20122,,"Pivo superior LD/E (15,8mm) Amarok 2.0 16v 11…",229
