grupo,codigo,ref_oem,desc_e_aplicacoes,pagina
BUCHA,21126,325 199 415 1,Bucha dianteira do quadro do motor (10mm) Royale 91... Versailles 91...,64
BUCHA,43788,,6C11 5781 AB Bucha dianteira do feixe de molas suspensão traseira Transit 00...,64
BUCHA,32612,07 317 348,Bucha c/tubo do amortecedor suspensão dian/tras. ACD10 - 69/92 ACD20 - 69/92 C14 - 69/87,64
BUCHA,33564,,Bucha do varão da alavanca do câmbio AHCUB Astra 99... Corsa 02... Meriva 03... Zafira 01...,65
BUCHA,33234,15 529 515,Bucha traseira do feixe de molas suspensão traseira Blazer 95... 64,65
BUCHA,33234A,93 392 236,Bucha traseira do feixe de molas suspensão traseira Blazer 95...,65
BUCHA,32613,7 317 426,Bucha da algema do feixe de molas suspensão traseira ACD10 - 4x2 85/92 ACD20 - 4x2 85/92,65
BUCHA,32144,,Bucha inferior do amortecedor suspensão traseira Astra 99... 98... 33224 93 259 170 Bucha da bieleta barra estabilizadora suspensão dianteira Astra até 96 Monza tds Opala tds Vectra até 96 CF 1049 14 049 624 Bucha traseira da bandeja inferior suspensão dianteira Blazer 96/11 S10 - 96/11,65
BUCHA,33877,90 343 847,Bucha do suporte barra estabilizadora suspensão traseira Calibra 94... Omega 93... Suprema 93...,65
BUCHA,32893,52 273 231,Bucha do feixe de molas (oval) suspensão dianteira ACD10 - 85/96,65
BUCHA,32145,,Bucha superior do amortecedor suspensão traseira Astra 99...,65
BUCHA,33108,93 208 194,Bucha do eixo suspensão traseira Astra Imp até Kadett 91... Monza 91... Vectra até 96 CF 1047 93 277 688 Bucha da bandeja superior suspensão dianteira Blazer 96/11 S10 - 96/11 CF 1117 25 851 984,65
BUCHA,33230,52 259 152,Bucha do feixe de molas suspensão dianteira/traseira ACD20 - 91/92,65
BUCHA,32543A,90 373 263,Bucha dianteira da bandeja suspensão dianteira Astra SW 95/96 Calibra 94/96 Vectra 94/96,65
BUCHA,33108A,93 398 544,Bucha do eixo suspensão traseira 95 Astra/Corsa 06/12 Meriva 03/12 Montana 04... Vectra/Zafira 06...,65
BUCHA,33228,15 963 452,Bucha dianteira do feixe de molas suspensão traseira Blazer 95... CF 1116 Bucha (coxim) traseira da bandeja suspensão dianteira Captiva 09... (11),65
BUCHA,33131,93 204 488,Bucha traseira do feixe de molas suspensão traseira ACD10/20 - 93/96 ACD40 - 85/97 Grand Blazer 97/01 Silverado 97... CF 1036 90 157 161 Bucha dianteira da bandeja suspensão dianteira Astra 99/12 Monza 91... Vectra 97/12 Zafira 01/12,65
BUCHA,33222,90 468 609,Bucha da travessa suspensão dianteira Astra 99/12 Vectra 96/12 Zafira 01/12,65
BUCHA,33228A,93 392 235,Bucha dianteira do feixe de molas suspensão traseira Blazer 95... CF 1116 A 25 848 403 Bucha do coxim traseira da bandeja suspensão dianteira Captiva 09...,65
BUCHA,32620,94 625 169,Bucha amortecedora braço do alternador Caravan/Opala Ipanema 88... Kadett 89... Monza 82... CF 1121 6 696 800 Bucha da bandeja inferior suspensão dianteira Carava até 79 Opala até 79,66
BUCHA,32506,93 208 168,Bucha do braço auxiliar suspensão dianteira Caravan 74... Opala 69... Omega 93/98 Suprema 93/98,66
BUCHA,32507B,94 614 914,Bucha do tensor do tirante suspensão dianteira Caravan 81... Opala 81...,66
BUCHA,32553,93 249 881,Bucha amortecedor suspensão traseira Chevette 73... Chevy 500 - 84... Corsa 94... Marajó 81...,66
BUCHA,32523,06 666 578,Bucha inferior do amortecedor suspensão traseira 85... Caravan 74... Opala 69... CF 1122 94 607 736 Bucha da bandeja inferior suspensão dianteira Carava 80... Opala 80... CF 1002 2 875 013 Bucha da bieleta suspensão dianteira,66
BUCHA,32702,94 656 918,Bucha do suporte do alternador Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83... (11),66
BUCHA,32523A,06 666 578,A Bucha inferior do amortecedor suspensão traseira Caravan 74... Opala 69... CF 1118 6 696 794 Bucha dianteira da bandeja superior suspensão dianteira Caravan 74... Opala 69... CF 1026 52 285 231 Bucha da bieleta suspensão dianteira,66
BUCHA,32703,02 893 387,Bucha s/tubo barra estabilizadora suspensão traseira Caravan 74... Chevette 73... Junior 81... Marajo 83... Opala 69... 32707 8 982 731 Bucha inferior do amortecedor suspensão traseira Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83...,66
BUCHA,32515,93 266 853,Bucha superior do amortecedor suspensão dianteira Caravan 74... Opala 69... CF 1119 6 696 793 Bucha traseira da bandeja superior suspensão dianteira Caravan 74... Opala 69...,66
BUCHA,32634,2 890 668,Bucha do cabo da embreagem Caravan 74... 88… Opala 69... Omega 93/98 Suprema 93/98,66
BUCHA,32703A,03 431 086,Bucha c/tubo barra estabilizadora suspensão traseira Blazer 96/11 S10 - 96/11 CF 1031 8 984 285 Bucha da bandeja inferior suspensão dianteira Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83...,66
BUCHA,32522,8 937 207,Bucha superior do amortecedor suspensão traseira Caravan 69/87 Opala 69/87 CF 1120 9 304 437 Bucha dianteira da bandeja inferior suspensão traseira Caravan 74... Opala 69...,66
BUCHA,32507,28 759 956,Bucha do tensor do tirante suspensão dianteira Caravan até 77 Opala até 77,66
BUCHA,32528A,8 982 737,Bucha amortecedor suspensão dianteira/traseira Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83... CF 1032 8 982 375 Bucha dianteira da bandeja superior suspensão dianteira Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83...,66
BUCHA,32522A,93 267 625,Bucha superior do amortecedor suspensão traseira Caravan 74... Chevette 73... Marajó 83... Omega/Supr. 93/96,66
BUCHA,32632,2 897 284,Bucha traseira da bandeja suspensão traseira Caravan 74... Opala 69...,66
BUCHA,32507A,08 984 349,Bucha do tensor do tirante suspensão dianteira Caravan 78/80 Opala 78/80,66
BUCHA,32528,8 982 738,Bucha superior do amortecedor suspensão dian/tras. Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83... CF 1033 8 982 376 Bucha traseira da bandeja superior suspensão dianteira Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83...,66
BUCHA,32562,2 888 701,Bucha dianteira do braço suspensão traseira Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83...,67
BUCHA,32628,3 455 287,Bucha do cabo de embreagem Chevette 73... Chevy 500 - 84... Monza 82... S10 - 95...,67
BUCHA,33617,95 910 101,Bucha eixo suspensão traseira Cobalt 11… Onix 13… Prisma 13… Spin 13…,67
BUCHA,33180,90 216 704,Bucha do feixe de molas suspensão traseira AHCUB Corsa Pick-Up CF 1151 13 321 342 Bucha dianteira da bandeja suspensão dianteira Cruze 12… 66,67
BUCHA,32545,8 952 179,Bucha traseira do braço suspensão traseira Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83... CF 1101 90 445 097 Bucha da bandeja suspensão dianteira Celta 01... Corsa 94/01 Prisma 03/12 Tigra 98/98 CF 1100 90 445 098,67
BUCHA,33507,93 229 711,Bicha da caixa de direção (caixa ZF) tds Corsa 94... CF 1129 13 334 021 Bucha traseira (coxim) da bandeja suspensão dianteira Cruze 12/16,67
BUCHA,32554,94 618 871,Bucha trambulador Chevette 73... Chevy 500 - 84... Junior 81... Marajó 83... CF 1073 90 539 057 Bucha (hidráulica) suporte da barra tensora susp. dian. Celta 01... Corsa 99... Tigra 98... CF 1075 93 309 245,67
BUCHA,33507A,26 002 475,Bicha da caixa de direção (caixa DHB) Corsa 94... CF 1129 A 13 230 774 Bucha do (refil) da bandeja suspensão dianteira Cruze 12/16,67
BUCHA,33508A,93 269 632,Bicha (tucho) da caixa de direção (caixa ZF) Corsa 94...,67
BUCHA,33595,52 092 745,Bucha do eixo suspensão traseira Cruze 12...,67
BUCHA,33508,93 269 631,Bicha (tucho) da caixa de direção (caixa DHB) Corsa 94...,67
BUCHA,33183,13 307 471,Bucha do quadro suspensão dianteira Cruze 12… (11),67
BUCHA,33179,24 443 815,Bucha do eixo suspensão traseira Corsa 02...,67
BUCHA,33184,94 609 691,Bucha c/tubo do amortecedor suspensão dian/tras. D20 - 87...,67
BUCHA,33186,06 082 112,Bucha c/tubo do amortecedor suspensão dian/tras. D20 - 93...,68
BUCHA,32966A,93 252 841,Bucha dianteira da bandeja suspensão dianteira Ipanema GLS SL/SLE 89/97 Kadett GS/GSI,68
BUCHA,32211,,Bucha da haste do trambulador Ipanema 89... Kadett 89... Monza 82... CF 1054 90 373 854 Bucha dianteira da bandeja suspensão dianteira Omega 93/98 Suprema 93/98,68
BUCHA,33545A,,Bucha inferior do amortecedor suspensão dianteira S10 - 12...,68
BUCHA,33184A,,Bucha c/tubo do amortecedor suspensão dianteira D20 - 93... CF 1023 52 269 206 Bucha (coxim) traseira da bandeja suspensão dianteira Ipanema 89... Kadett 89... 89...,68
BUCHA,32559,94 640 748,Bucha amortecedor suporte alternador Monza 82/93 CF 1063 90 279 193 Bucha traseira da bandeja suspensão dianteira Omega 93/98 Suprema 93/98,68
BUCHA,33195,93 212 846,Bucha c/tubo inferior amortecedor suspensão traseira S10 - 95... (11),68
BUCHA,33001,52 259 152,Bucha do feixe de molas da algema suspensão traseira D20 - 91/92 CF 1034 90 095 333 Bucha da barra de direção Ipanema 89... Kadett 89... Monza 82... Vectra 94/96 CF 1035 94 644 424,68
BUCHA,33088,90 411 219,Bucha do suporte do alternador c/ar condicionado Omega 93/98 Suprema 93/98,68
BUCHA,33194,93 212 826,Bucha c/tubo do amortecedor suspensão traseira S10 - 95...,68
BUCHA,33190,0 332 911,Bucha do feixe de molas suspensão traseira D40 - 88...,68
BUCHA,33233,90 208 190,Bucha da caixa de direção Ipanema 89... Kadett 89... Monza 90... CF 1111 94 638 766 Bucha da caixa de direção Monza 82...,68
BUCHA,33115,90 223 456,Bucha do eixo suspensão traseira Omega 93/98 Suprema 93/98 CF 1130 94 745 094 Bucha da bandeja inferior suspensão dianteira S10 - 12… Trailblazer 12...,68
BUCHA,33191,94 651 655,Bucha elíptica do feixe de molas suspensão dianteira D60 - 84...,68
BUCHA,33233A,93 231 144,Bucha da caixa de direção Ipanema 89... Kadett 89... Monza 90... CF 1112 90 090 803 Bucha (tucho) da caixa de direção Monza 82...,68
BUCHA,32558,90 092 641,Bucha do eixo suspensão traseira Ipanema 89/90 Kadett 89/89 Monza 82/90,68
BUCHA,33193,90 372 390,Bucha amortecedor suspensão traseira Omega 93/98 Suprema 93/98,68
BUCHA,33545,,Bucha inferior do amortecedor suspensão dianteira S10 - 95...,68
BUCHA,33196,93 392 234,Bucha do feixe de molas suspensão traseira S10 - 95...,68
BUCHA,33196A,4684 81,Bucha do feixe de molas suspensão traseira S10 - 95... CF 1113 Bucha traseira da bandeja inferior suspensão dianteira SS-10 Americana,69
BUCHA,33404,93 388 324,Bucha da algema do feixe de molas suspensão traseira Vectra 97/12 CF 1132 95 025 706 Bucha dianteira da bandeja suspensão dianteira AHCUB Tracker 14... CF 4011 D - CF 4011 E - LE Bucha (coxim) traseira da bandeja suspensão dianteira City 09... Fit 08...,69
BUCHA,33196B,94 773 365,Bucha do feixe de molas suspensão traseira S10 - 12… Trailblazer 12... CF 1115 Bucha da bandeja superior suspensão dianteira SS-10 Americana,69
BUCHA,33529,90 496 721,Bucha da travessa suspensão traseira (dian. ext. 64mm) Vectra 97… CF 1131 90 025 704 Bucha traseira da bandeja suspensão dianteira Tracker 14... CF 4011 A LD 51391 TJO M02 Bucha do coxim traseira da bandeja suspensão dianteira City 09... Fit 08...,69
BUCHA,33544,97 357 492,Bucha do jumelo suspensão traseira S10 - 13...,69
BUCHA,33528,90 495 624,Bucha inferior do amortecedor suspensão traseira Vectra 97... Astra 99...,69
BUCHA,33529A,90 496 681,Bucha da travessa suspensão traseira (dian. ext. 66mm) sÉÅíê~=VT£ HAFFEI,69
BUCHA,28015A,51810 SH3 004,Bucha dianteira da bandeja inferior suspensão dianteira Civic 92/95,69
BUCHA,33544A,,Bucha do jumelo suspensão traseira S10 - 13... CF 1089 90 496 686 Bucha inf./superior do braço suspensão traseira Vectra 97/12,69
BUCHA,33923,,RE 000 749 Bucha da caixa de direção Trafic/Space Van CF 7502 A T 112 909 070 Bucha da bandeja suspensão dianteira Towner Pick-Up Van Junior 08/12,69
BUCHA,28016B,51360,S04 G00 Bucha da bandeja inferior suspensão dianteira Civic 96/00,69
BUCHA,33544B,97 946 545,Bucha do jumelo suspensão traseira S10 - 13... CF 1084 90 490 700 Bucha (hidráulica) do eixo suspensão traseira Vectra 97/12,69
BUCHA,33923A,,RE 000 750 Bucha da caixa de direção Trafic/Space Van HONDA,69
BUCHA,28016C,51455 SR3 003,Bucha dianteira da bandeja superior suspensão dianteira Civic 92/95 (11),69
BUCHA,33879,93 267 312,Bucha do eixo suspensão traseira Vectra 97/12,69
BUCHA,33923B,,RE 000 211 Bucha (tucho) da caixa de direção Trafic/Space Van CF 4012 51392 TJO M00 Bucha dianteira da bandeja suspensão dianteira City 09... Fit 08... CF 4000 51460 S01 023,69
BUCHA,28085,52395 SR0,A01 Bucha do braço auxiliar superior susp. tras. (facão) Civic 92/00,70
BUCHA,28088,52622 SH3 010,Bucha de ligação do braço susp. (c/suporte amort) Civic até 00,70
BUCHA,28091,52393 SR0 004,_ìÅÜ~=Çç=Ñ~Åšç= ëìëéÉåëšç=íê~ëÉáê~= Eä~Çç=ÅÜ~ëëáëF Civic 92/00 CF 4014 A Bucha do coxim traseira da bandeja suspensão dianteira CR-V 07/11,70
BUCHA,28086,52390,S5A 010 Bucha do braço auxiliar suspensão traseira (chassis) Civic 01...,70
BUCHA,28194,51391,S01 004 Bucha dianteira dian. do braço inferior suspensão traseira Civic 96/00,70
BUCHA,28092,52364,S5A 004 Bucha do facão suspensão traseira Civic 01... CF 4004 TER 451 392 SEL Bucha dianteira da bandeja suspensão dianteira Fit 03/08 (11),70
BUCHA,28192,51392 SR3 024,Bucha traseira da bandeja inferior suspensão dianteira Civic 92/95,70
BUCHA,28087,52195,S52 001 Bucha do braço auxiliar suspensão traseira (lado Civic 01/05,70
BUCHA,28089,52365,S5A 802 Bucha do braço anterior suspensão traseira Civic 01/05,70
BUCHA,19064,,Bucha do coxim do motor LD/E (86mm) `áîáÅ=MN£ CF 4003 TER 851 391 SEL Bucha traseira da bandeja suspensão dianteira Fit 03/08,70
BUCHA,28193,52365 SH3 000,Bucha do braço transversal susp. roda) tras. (facão/chassis) Civic 92/95,70
BUCHA,28094,52365,S5A 024 Bucha traseira do eixo suspensão traseira (12mm) Civic 01/06 K 28100 T 112 909 070 Kit de buchas do facão suspensão traseira Civic tds CF 4016 A 50840 SAA 003 Bucha reforçada do coxim frontal,70
BUCHA,28082,,Bucha do braço transversal susp. tras. (facão/chassis) Civic 96/00,70
BUCHA,28094A,52365,S6M 004 Bucha traseira do eixo suspensão traseira (14mm) Civic 01/06 CF 4033 51392 SWAA A02 Bucha dianteira da bandeja suspensão dianteira CR-V 07/11,70
BUCHA,28101,,Bucha do coxim do motor LE (mecânica) Fit 03/08,70
BUCHA,28084,52343 SR3 004,Bucha do braço a uxiliar susp. dian. lado facão/chassis Civic 92/00,70
BUCHA,28083,52622 SH3 013,Bucha de ligacão do braço transversal suspensão traseira Civic 96/00 CF 4005 52385 SR3 000 Bucha do facão suspensão traseira Civic 92/00 CF 4014 - LD CF 4015 - LE,70
BUCHA,28101A,,Bucha do coxim do motor LE (hidráulica) Fit 03/08,70
BUCHA,29117H,5475 143 160,Bucha do braço tensor suspensão dianteira H100 - 95... 70,71
BUCHA,29116,55 160,1R 000 Bucha do eixo suspensão traseira HB20 - 12… 10/16 05...,71
BUCHA,29110,,H5 452 243 003 Bucha da bandeja inferior suspensão dianteira H100 - 95...,71
BUCHA,29062,,H5 514 743 002 Bucha do feixe de molas suspensão traseira H100 - 95...,71
BUCHA,29304H,5442 04 3005,Kit de buchas da bandeja superior suspensão dianteira H100 - 95... CF 6113 K Kit carre,71
BUCHA,29115,60 762,Bucha do coxim do motor (80mm) Accent 99... Coupé 99/08 Elantra 97/00 CF 6115 54 551 3X 000 Bucha dianteira da bandeja LD/E suspensão dianteira Elantra 10/16 Veloster 10/16,71
BUCHA,29065,55 118,4A 501 Bucha do feixe de molas suspensão traseira HR 2.5 TCI 05...,71
BUCHA,29304A,,H 5442 04 3006 Kit de buchas da bandeja superior suspensão dianteira H100 - 95...,71
BUCHA,29063,,H5 525 644 000 Bucha traseira do feixe de molas suspensão traseira H100 - 95...,71
BUCHA,29115A,,Bucha do coxim do motor (80mm) Accent 99... Coupé 99/08 Elantra 97/00 (trans. automática) CF 7803 54 584 17 000 B ucha traseira da bandeja suspensão dianteira Elantra 00/05 CF 6110 H5 442 043 005,71
BUCHA,29064,,H5 571 143 150 Bucha do jumelo suspensão traseira H100 - 95... (11),71
BUCHA,29158,21931,2H 050 Bucha (refil) do coxim inferior do motor i30 - 09…,72
BUCHA,29308,55116 29 000,Bucha traseira do braço tensor suspensão traseira Tucson 05/15,72
BUCHA,30014,93 852 313,Bucha da bandeja superior susp. (c/furo 38mm) Daily 70C CF 7805 54 555 22 000 Bucha traseira da bandeja suspensão dianteira J2 - 13... JEEP,72
BUCHA,29067,54 554,2S 000 Bucha dianteira da bandeja suspensão dianteira ix35 - 10...,72
BUCHA,29309,62486,2E 000 Bucha do quadro do motor Tucson 05...,72
BUCHA,30015,93 828 148,Bucha superior dian. da barra de torção (c/furo 29mm) Daily 08... CF 7800 54 551 22 000 Bucha dianteira da bandeja suspensão dianteira J3 - 11…,72
BUCHA,19144,680 22624,AE 60749 Bucha da bandeja inferior/superior suspensão dianteira Cherokee 3.6 11... (11),72
BUCHA,29068,54 584,2S 000 Bucha traseira da bandeja suspensão dianteira ix35 - 10... CF 6106 54551 1D 000 Bucha dianteira da bandeja suspensão dianteira Santa Fé 09... Vera Cruz 07...,72
BUCHA,30015A,93 828 149,Bucha superior da barra de torção (c/furo 37mm) Daily 08... CF 7801 54 555 22 000 Bucha traseira da bandeja superior suspensão dianteira J3 - 11… CF 6500 52 038 026 Bucha do braço inf. susp. dian/tras. (tubo interno menor) Cherokee até 98 Grand Cherokee Grand Cherokee Cherokee Sport 93/00,72
BUCHA,29070,53 912,2E 200 Bucha central do quadro suspensão dianteira ix35 - 10... CF 6116 54 584 2T 000 Bucha traseira da bandeja suspensão dianteira Sonata 11/14,72
BUCHA,30003,4207 8195,Bucha traseira do suporte do câmbio Iveco Stralis 420 6x4 07...,72
BUCHA,70011,100,13D0 8020 Bucha do coxim do motor J3 - 1.4 16v 11/16 CF 6502 52 088 720 Bucha (ventilada) do braço inferior susp. dian/tras. Cherokee até 98 até 98 Grand Cherokee 00... Grand Cherokee Cherokee Sport 93/00,72
BUCHA,29214,55 274,2S 000 Bucha braço tensor suspensão traseira ix35 - 10... IVECO JAC MOTORS CF 7802,72
BUCHA,29307,55116,2E 000 Bucha dianteira do braço tensor suspensão traseira Tucson 05/15,72
BUCHA,30013,93 852 312,Bucha da bandeja inferior susp. dian. (c/furo 33mm) Daily 70C CF 7804 54 551 22 000 Bucha dianteira da bandeja suspensão dianteira J2 - 13... CF 7803 54 584 17 000 dian. Bucha traseira da bandeja suspensão dianteira J5 - 11... J6 - 11…,72
BUCHA,19064,,Bucha do coxim do motor dianteiro (86mm) Grand Caravan,73
BUCHA,10844,,Bucha traseira do eixo suspensão traseira Renegade 15...,73
BUCHA,15002,,OS 083 34 830 B Bucha traseira da bandeja superior suspensão dianteira AHCUB Besta 2.2/2.7,73
BUCHA,15007,,OS 083 34 136 A Bucha do braço tensor suspensão dianteira LD/E Besta 2.2/2.7 72,73
BUCHA,19065,,Bucha do coxim do motor dianteira (89mm) Cherokee Laredo até 98 Cherokee Limit 09... 00... CF 6501 52 087 709 Bucha do braço superior suspensão dianteira/traseira 01... Grand Cherokee Grand Cherokee Cherokee Sport 93/00 KIA MOTORS,73
BUCHA,31034,,OK 72A 34 820 Bucha (pequena) da bandeja inferior suspensão dianteira 93/06 Besta GS 98/06 Grand Besta 98/06,73
BUCHA,31042,,OK 72 028 840 Bucha do braço tensor suspensão traseira 93/06 Besta GS 98/06,73
BUCHA,15023,,Bucha amortecedor suspensão dianteira Besta 2.2/2.7,73
BUCHA,31035,,OK 72A 34 480 A Bucha (grande) da bandeja inferior suspensão dianteira Besta GS 98/06 Grand Besta 98/06,73
BUCHA,31042A,,OK 72 028 830 Bucha do braço tensor suspensão traseira Besta GS 98/06,73
BUCHA,15004,,Bucha inferior do amortecedor susp. dianteira 93/06 Besta 2.2/2.7 CF 2500 OK 72A 34 830 Bucha da bandeja superior suspensão dianteira Besta GS 98/06 (12 lugares) Grand Besta 98/06,73
BUCHA,15008,,OK 72 028 330 Bucha do feixe de molas suspensão traseira Besta 2.2/2.7,73
BUCHA,15003,,OS 083 34 820 B Bucha da bandeja inferior suspensão dianteira LD/E 93... Besta 2.2/2.7,73
BUCHA,31037,,OK 72B 28 280 Bucha da bandeja suspensão traseira Besta GS 98/06 Grand Besta 98/06,73
BUCHA,15009A,,OK 71 028 333 Bucha do jumelo suspensão traseira 93/06 Besta 2.2/2.7 (11),73
